age,education-num,sex,hours-per-week,salary,workclass,education,marital-status,occupation,relationship,race,country,fnlwgt
36,14,0,40,0,1279,1627,9726,4038,7726,25933,28833,77146.0
25,12,0,50,0,2499,1008,9726,3584,7726,25933,28833,191803.0
29,9,0,40,0,22286,9840,14065,1966,12463,25933,28833,54932.0
29,13,0,50,0,22286,5044,9726,989,4466,25933,28833,251694.0
22,13,1,40,0,22286,5044,9726,3584,7726,25933,28833,268145.0
56,13,1,50,0,22286,5044,4214,4038,3212,2817,28833,104842.0
60,14,0,40,1,2067,1627,14065,3992,12463,25933,28833,227332.0
37,9,0,50,0,22286,9840,14065,1966,12463,25933,28833,212512.0
53,4,1,40,0,22286,557,4214,1966,7726,25933,28833,133436.0
23,10,1,20,0,1279,6678,9726,3721,4466,25933,28833,309055.0
18,9,1,10,0,22286,9840,9726,143,889,25933,28833,59202.0
36,10,1,45,0,22286,6678,4214,3584,7726,25933,28833,32709.0
67,9,0,50,1,1074,9840,14065,3992,12463,25933,28833,73559.0
31,9,0,60,0,22286,9840,9726,1350,7726,25933,28833,117963.0
26,13,0,48,1,22286,5044,14065,3584,12463,25933,28833,169121.0
18,7,1,20,0,22286,1048,9726,3721,889,895,28833,308889.0
45,14,1,40,0,2067,1627,4214,4038,3212,2817,28833,144940.0
64,7,0,40,0,22286,1048,14065,3584,12463,25933,28833,102041.0
26,9,1,38,0,22286,9840,9726,3584,7726,25933,28833,335998.0
53,10,1,40,0,22286,6678,4214,4038,7726,25933,28833,29557.0
27,9,0,28,0,22286,9840,9726,1350,889,25933,28833,210313.0
32,10,0,40,0,22286,6678,4214,1966,3212,286,28833,190784.0
49,9,1,30,1,2499,9840,4214,3992,3212,25933,28833,107597.0
59,6,0,40,1,22286,820,14065,4030,12463,25933,28833,97168.0
44,14,0,55,1,22286,1627,14065,4038,12463,25933,28833,155930.0
61,9,0,60,0,2499,9840,14065,989,12463,25933,28833,181033.0
46,9,1,37,0,1279,9840,939,3721,3212,25933,28833,170165.0
32,9,0,40,0,22286,9840,9726,3721,7726,25933,28833,178835.0
29,9,1,35,0,22286,9840,9726,3584,7726,25933,28833,118230.0
48,14,0,40,0,22286,1627,9726,3992,7726,25933,28833,149640.0
32,10,1,30,0,22286,6678,4214,3992,3212,25933,28833,30271.0
21,9,1,35,0,22286,9840,9726,1350,4466,25933,28833,154165.0
50,15,0,50,1,2499,542,14065,4038,12463,25933,28833,341797.0
44,14,0,44,1,2067,1627,14065,4038,12463,25933,28833,145246.0
51,9,1,40,0,22286,9840,939,3721,889,25933,28833,280093.0
42,9,0,40,1,22286,9840,14065,4030,12463,25933,28833,373469.0
27,13,1,40,0,22286,5044,9726,644,4466,25933,28833,199172.0
70,9,0,3,0,2499,9840,14065,3992,12463,25933,28833,177199.0
33,9,1,40,0,22286,9840,4214,3992,7726,25933,28833,258932.0
65,9,0,60,1,2499,9840,14065,989,12463,25933,28833,139960.0
32,9,0,40,0,22286,9840,14065,4030,12463,25933,28833,116677.0
30,10,1,40,0,22286,6678,4214,4038,3212,25933,28833,59496.0
43,10,0,40,0,1074,6678,14065,3992,12463,25933,28833,34218.0
31,5,0,40,0,22286,455,9726,3212,4466,25933,28833,200246.0
64,13,1,40,0,943,5044,4214,3721,7726,2817,28833,316246.0
37,10,0,52,0,2067,6678,939,644,4466,231,28833,239161.0
49,9,0,40,0,2499,9840,4214,3584,7726,25933,28833,173411.0
29,7,0,48,0,22286,1048,9726,1966,4466,25933,28833,259226.0
35,9,0,40,0,2067,9840,4214,3992,7726,25933,28833,195516.0
37,12,0,45,0,22286,1008,14065,4038,12463,25933,28833,200598.0
42,14,0,50,1,1279,1627,14065,4038,12463,25933,28833,160369.0
23,12,0,40,0,22286,1008,9726,3584,7726,25933,28833,147253.0
35,9,1,40,0,2067,9840,9726,3212,3212,2817,28833,199674.0
29,11,0,40,1,1279,1307,14065,644,12463,25933,28833,198493.0
23,10,1,25,0,22286,6678,9726,3212,3212,25933,28833,377121.0
45,13,0,40,0,22286,5044,9726,4038,7726,25933,28833,
38,9,0,50,0,22286,9840,9726,1350,7726,25933,28833,82552.0
23,9,1,48,0,22286,9840,9726,3584,3212,25933,28833,171705.0
39,13,0,60,0,2499,5044,9726,3584,4466,895,647,315640.0
45,14,0,50,1,22286,1627,14065,3992,12463,25933,28833,266860.0
68,12,1,43,0,22286,1008,4214,3992,7726,25933,28833,192829.0
60,11,0,40,1,943,1307,4214,4038,3212,25933,28833,237317.0
41,8,0,40,0,22286,377,939,4030,7726,2817,28833,327606.0
48,9,0,40,0,22286,9840,4214,4030,889,25933,28833,34845.0
33,9,0,40,0,22286,9840,14065,1966,12463,25933,28833,58582.0
48,11,0,40,0,22286,1307,14065,4030,12463,25933,28833,155659.0
23,10,1,20,0,2067,6678,9726,3721,4466,25933,28833,210029.0
26,5,0,45,0,22286,455,14065,4030,12463,25933,28833,381618.0
55,13,0,50,1,1074,5044,14065,3992,12463,25933,28833,298449.0
35,14,0,75,0,1279,1627,14065,4038,12463,25933,28833,226789.0
52,10,0,55,1,22286,6678,14065,3992,12463,25933,28833,210736.0
46,9,1,38,0,1279,9840,939,3721,3212,25933,28833,111163.0
18,9,1,30,0,22286,9840,9726,3212,4466,25933,28833,92112.0
62,9,0,40,0,2067,9840,4214,1572,889,25933,28833,136787.0
22,10,1,30,0,22286,6678,9726,1572,4466,25933,28833,29810.0
40,10,1,40,1,22286,6678,14065,3721,1406,25933,28833,360884.0
26,10,0,50,0,22286,6678,14065,3584,12463,25933,28833,266022.0
35,12,1,36,0,22286,1008,370,3584,4466,2817,28833,142874.0
25,9,1,40,0,2499,9840,9726,3584,3212,895,28833,72338.0
41,10,0,45,1,22286,6678,14065,4030,12463,2817,28833,424478.0
59,13,0,40,1,22286,5044,14065,1350,12463,25933,480,189721.0
37,9,0,40,0,22286,9840,14065,4030,12463,25933,28833,34180.0
38,10,0,43,0,22286,6678,14065,4030,12463,25933,28833,183279.0
23,12,1,40,0,22286,1008,14065,3212,1406,25933,28833,259109.0
67,14,0,2,1,2499,1627,827,4038,7726,25933,28833,148690.0
60,13,1,48,1,22286,5044,4214,4038,7726,25933,28833,125019.0
39,13,0,50,1,1074,5044,14065,4038,12463,25933,28833,172538.0
32,9,0,60,1,2499,9840,14065,1572,12463,25933,28833,410615.0
26,13,1,45,0,22286,5044,9726,4038,7726,25933,28833,322547.0
39,9,1,50,0,22286,9840,4214,912,3212,25933,28833,300760.0
28,10,1,40,0,22286,6678,9726,3721,7726,25933,28833,232782.0
29,7,1,52,0,22286,1048,4214,4030,3212,25933,28833,174645.0
43,11,0,50,0,22286,1307,14065,4030,12463,25933,28833,164693.0
23,10,0,25,0,22286,6678,9726,912,4466,25933,28833,206861.0
32,13,0,45,1,22286,5044,14065,3584,12463,25933,28833,195602.0
33,10,1,60,1,2499,6678,14065,4038,1406,25933,28833,422960.0
45,9,1,35,0,22286,9840,4214,3212,7726,2817,28833,116360.0
48,9,0,40,0,22286,9840,4214,4030,3212,25933,28833,278530.0
43,15,0,45,1,2067,542,14065,4038,12463,25933,28833,188291.0
50,9,0,40,1,2499,9840,14065,1572,12463,25933,28833,163948.0
63,13,0,40,1,22286,5044,9726,912,7726,25933,28833,64544.0
55,9,0,40,1,22286,9840,14065,4030,12463,25933,28833,101468.0
22,13,1,35,0,22286,5044,9726,3992,4466,25933,28833,107882.0
32,9,0,60,0,2499,9840,9726,3212,3212,25933,28833,182691.0
27,12,0,55,0,22286,1008,14065,3992,12463,25933,28833,203776.0
22,13,1,15,0,22286,5044,9726,3584,4466,25933,28833,201268.0
44,9,0,68,0,22286,9840,4214,1572,7726,25933,28833,29762.0
34,9,1,40,0,22286,9840,939,3212,7726,25933,28833,186346.0
28,9,1,40,0,22286,9840,9726,1966,7726,25933,28833,196690.0
40,14,1,24,1,22286,1627,14065,4038,1406,25933,28833,99604.0
45,10,0,55,0,22286,6678,14065,1572,12463,25933,28833,194772.0
17,6,0,15,0,22286,820,9726,3212,4466,25933,28833,95446.0
53,8,0,45,0,2499,377,14065,4030,12463,25933,28833,257126.0
58,12,0,40,1,22286,1008,14065,4030,12463,25933,28833,194733.0
55,9,0,35,0,2499,9840,9726,4030,4466,25933,28833,98361.0
44,11,0,44,0,2067,1307,9726,4030,7726,25933,28833,124924.0
40,9,0,30,0,2499,9840,14065,4030,12463,25933,28833,111971.0
58,14,0,50,0,2499,1627,14065,3992,12463,25933,28833,130714.0
38,9,0,40,1,22286,9840,14065,4030,12463,25933,28833,208358.0
62,5,1,22,0,22286,455,9726,143,7726,2817,28833,147627.0
31,11,0,38,0,22286,1307,14065,4030,12463,25933,28833,149507.0
31,7,0,40,0,22286,1048,14065,4030,12463,25933,28833,164870.0
30,9,0,45,0,22286,9840,9726,3992,7726,25933,28833,236861.0
37,9,1,40,0,22286,9840,4214,3721,3212,25933,28833,220314.0
38,9,0,40,0,2067,9840,9726,4030,7726,25933,28833,329980.0
58,8,0,40,0,2067,377,14065,989,12463,25933,28833,318537.0
30,13,0,50,1,22286,5044,14065,3992,12463,25933,28833,183284.0
28,11,1,40,0,22286,1307,9726,4038,7726,25933,28833,334368.0
46,10,1,70,0,22286,6678,4214,3992,3212,25933,28833,109227.0
34,13,1,40,0,22286,5044,9726,912,7726,25933,28833,118551.0
39,10,0,99,0,1074,6678,4214,4030,7726,25933,28833,163057.0
61,10,1,20,0,1074,6678,827,3584,7726,25933,28833,253101.0
30,11,1,40,0,2499,1307,4214,1966,7726,25933,28833,20098.0
31,9,1,40,0,22286,9840,939,3212,7726,25933,28833,196227.0
21,9,0,40,0,22286,9840,9726,3721,4466,25933,28833,175374.0
50,9,0,58,0,22286,9840,14065,1966,12463,25933,28833,234037.0
47,9,0,33,0,22286,9840,9726,3721,7726,25933,28833,341762.0
20,9,0,40,0,22286,9840,9726,1350,4466,25933,28833,174714.0
23,13,1,30,0,22286,5044,9726,3212,4466,25933,28833,222835.0
46,2,1,40,0,22286,151,939,3212,7726,25933,28833,251786.0
20,9,0,45,0,22286,9840,9726,1350,4466,25933,28833,164219.0
33,13,0,50,1,22286,5044,14065,3584,12463,25933,28833,251120.0
30,10,1,30,0,22286,6678,9726,3721,3212,25933,28833,236993.0
43,10,1,40,0,2067,6678,4214,644,3212,25933,28833,105896.0
23,10,0,60,0,22286,6678,9726,1350,4466,25933,28833,211527.0
25,10,0,40,0,22286,6678,9726,3721,7726,25933,28833,185287.0
50,9,1,40,1,22286,9840,14065,4038,1406,25933,28833,31014.0
44,14,1,24,1,22286,1627,14065,3992,1406,25933,28833,151985.0
26,10,1,40,0,22286,6678,4214,4038,7726,25933,28833,89389.0
35,16,1,80,1,22286,375,9726,4038,7726,25933,28833,406051.0
48,9,0,15,0,2499,9840,4214,4038,7726,25933,28833,171986.0
26,9,0,40,0,22286,9840,9726,1966,7726,2817,28833,167848.0
41,14,1,40,0,2067,1627,4214,4038,3212,25933,28833,213019.0
25,13,0,40,0,22286,5044,9726,3212,4466,25933,28833,211424.0
33,11,1,55,0,22286,1307,9726,4038,3212,25933,28833,168981.0
24,13,1,40,0,22286,5044,14065,3992,1406,25933,28833,122348.0
31,13,1,40,0,22286,5044,370,3721,7726,25933,28833,139753.0
24,12,1,2,0,2067,1008,9726,4038,4466,25933,28833,176178.0
41,5,1,40,0,22286,455,9726,143,3212,25933,202,145220.0
38,10,0,45,0,2067,6678,14065,4030,12463,25933,28833,188612.0
19,9,0,40,0,22286,9840,9726,4030,7726,25933,28833,445728.0
19,9,0,40,0,22286,9840,9726,3721,4466,25933,28833,318002.0
24,9,0,40,0,22286,9840,9726,3212,7726,25933,28833,235722.0
67,14,0,55,1,22286,1627,370,3992,7726,25933,28833,212705.0
49,6,0,40,0,22286,820,4214,1966,7726,2817,28833,411273.0
35,11,0,40,1,22286,1307,14065,912,12463,25933,28833,103986.0
44,10,0,45,1,22286,6678,14065,3992,12463,25933,28833,203761.0
22,12,0,60,0,22286,1008,9726,644,4466,25933,28833,116800.0
21,10,0,10,0,1279,6678,9726,3992,4466,25933,28833,99199.0
50,10,0,50,0,22286,6678,14065,1350,12463,25933,28833,162327.0
44,12,0,48,0,2067,1008,14065,4038,12463,25933,28833,100479.0
36,10,0,40,0,2067,6678,14065,3721,12463,286,28833,32587.0
30,10,0,48,1,943,6678,14065,3721,12463,25933,28833,321990.0
52,9,0,40,1,22286,9840,14065,3584,12463,25933,28833,108914.0
35,9,0,90,0,2499,9840,14065,4030,12463,25933,28833,61343.0
48,11,0,48,0,2067,1307,9726,644,3212,25933,28833,81154.0
23,9,0,40,0,22286,9840,14065,3584,12463,25933,28833,162945.0
37,14,0,50,0,22286,1627,9726,3584,7726,25933,28833,225504.0
44,14,0,55,1,1074,1627,14065,4038,12463,25933,28833,191712.0
44,9,0,50,1,22286,9840,14065,1572,12463,25933,28833,176063.0
36,13,0,40,0,22286,5044,4214,4038,7726,25933,28833,198587.0
26,10,0,12,0,1279,6678,14065,3992,12463,25933,28833,34965.0
31,13,0,45,1,1074,5044,9726,4038,7726,25933,28833,467108.0
29,9,0,50,0,22286,9840,14065,4030,12463,25933,28833,204984.0
53,9,1,40,0,22286,9840,827,4030,3212,2817,28833,217568.0
52,11,0,40,0,22286,1307,14065,3992,12463,25933,28833,48343.0
55,9,0,40,1,22286,9840,14065,1350,12463,25933,28833,193130.0
31,6,0,40,0,22286,820,14065,3584,12463,25933,28833,253354.0
55,9,0,40,0,22286,9840,14065,3584,12463,25933,28833,191367.0
48,14,0,55,1,22286,1627,14065,4038,12463,25933,28833,148995.0
20,9,1,40,0,22286,9840,9726,4030,4466,25933,28833,123901.0
50,9,1,30,1,2067,9840,14065,3721,1406,25933,28833,117496.0
45,13,0,51,0,1074,5044,14065,3992,12463,25933,28833,32356.0
17,6,0,10,0,22286,820,9726,1350,889,25933,28833,206506.0
38,9,1,25,0,22286,9840,4214,3212,7726,25933,28833,218729.0
43,9,1,40,1,22286,9840,4214,3992,3212,25933,28833,52498.0
22,9,0,30,0,22286,9840,14065,4030,12463,25933,28833,136767.0
63,9,1,40,0,22286,9840,4214,4030,7726,25933,28833,219540.0
36,13,0,45,0,22286,5044,14065,3992,12463,25933,28833,114059.0
56,13,0,50,1,22286,5044,14065,4038,12463,25933,28833,247337.0
43,15,0,40,0,1279,542,14065,4038,12463,2817,28833,310969.0
41,13,0,45,1,22286,5044,14065,912,12463,25933,28833,171546.0
41,9,1,40,0,22286,9840,4214,3721,3212,25933,28833,217455.0
36,13,0,45,0,22286,5044,4214,4038,7726,25933,28833,410489.0
59,16,0,50,1,22286,375,14065,4038,12463,25933,28833,146391.0
46,12,0,44,1,2067,1008,14065,3992,12463,25933,28833,165484.0
23,13,1,36,0,22286,5044,9726,4038,7726,25933,28833,184271.0
46,10,0,20,0,2499,6678,939,4038,7726,25933,28833,231347.0
53,13,0,40,1,22286,5044,14065,3721,12463,25933,28833,95469.0
47,9,0,56,0,22286,9840,9726,1966,3212,286,28833,244025.0
46,14,1,40,0,943,1627,9726,4038,7726,25933,28833,46537.0
47,9,0,56,1,22286,9840,14065,4030,12463,25933,28833,205730.0
29,9,0,30,1,22286,9840,14065,1966,12463,25933,28833,383745.0
32,11,1,40,0,22286,1307,4214,3992,3212,25933,28833,328199.0
23,11,0,40,0,22286,1307,9726,4038,4466,895,28833,123983.0
23,11,1,40,0,22286,1307,9726,3721,7726,25933,28833,167868.0
44,10,1,30,1,22286,6678,14065,3721,1406,231,28833,225879.0
17,6,1,12,0,22286,820,9726,3212,4466,2817,28833,143791.0
56,11,0,40,1,22286,1307,14065,912,12463,25933,28833,177271.0
58,6,0,40,0,943,820,14065,4030,12463,25933,28833,129786.0
45,13,0,45,1,22286,5044,14065,3721,12463,25933,28833,31339.0
25,9,0,40,0,22286,9840,14065,1350,12463,25933,28833,236267.0
36,13,1,35,1,22286,5044,14065,4038,1406,895,647,130620.0
32,11,1,24,1,22286,1307,14065,912,1406,25933,28833,208180.0
25,9,0,30,0,22286,9840,9726,3212,889,25933,28833,292058.0
29,10,0,40,1,943,6678,14065,3721,12463,25933,28833,142712.0
23,9,0,60,0,22286,9840,9726,3721,7726,25933,28833,119665.0
41,14,0,55,1,22286,1627,14065,4038,12463,25933,28833,116825.0
48,13,0,40,1,1279,5044,14065,3992,12463,2817,28833,201177.0
29,9,0,60,0,22286,9840,14065,1572,12463,25933,28833,118337.0
55,10,0,40,0,22286,6678,14065,4030,12463,25933,28833,289257.0
30,7,0,40,0,22286,1048,14065,1350,12463,895,647,190912.0
45,10,1,40,0,22286,6678,827,3212,3212,2817,28833,140581.0
50,9,0,40,0,22286,9840,4214,4030,4466,25933,28833,174102.0
22,9,0,50,0,22286,9840,9726,4030,7726,25933,28833,316509.0
30,9,0,44,0,22286,9840,14065,1350,12463,25933,28833,187279.0
20,10,1,20,0,22286,6678,9726,3584,4466,25933,28833,259496.0
29,9,0,35,0,2499,9840,14065,3584,12463,25933,28833,181466.0
56,10,0,40,0,22286,6678,14065,1966,12463,25933,28833,178202.0
63,13,0,40,0,22286,5044,14065,3721,12463,25933,28833,188976.0
20,9,0,40,0,22286,9840,9726,1350,4466,25933,28833,203027.0
38,9,1,40,0,1279,9840,14065,3721,1406,2817,28833,142022.0
31,9,0,40,0,22286,9840,14065,4030,12463,25933,28833,119033.0
21,10,0,35,0,22286,6678,9726,3584,4466,25933,28833,216181.0
47,6,0,46,1,22286,820,14065,1966,12463,25933,28833,178341.0
25,13,1,40,0,2067,5044,9726,912,3212,895,647,244408.0
31,10,1,38,0,22286,6678,939,3721,3212,2817,28833,198953.0
28,9,1,40,0,22286,9840,9726,3992,7726,25933,28833,173110.0
38,9,0,99,0,22286,9840,14065,1572,12463,25933,28833,66326.0
30,13,0,40,0,2067,5044,14065,644,12463,25933,28833,181091.0
39,9,0,40,1,1074,9840,14065,3992,12463,25933,28833,135500.0
26,10,1,40,0,22286,6678,9726,3992,7726,25933,28833,86483.0
47,9,1,40,0,22286,9840,9726,3721,889,25933,28833,167787.0
27,9,0,50,0,2499,9840,9726,4030,7726,25933,28833,208577.0
43,10,0,32,0,22286,6678,14065,644,12463,231,28833,216697.0
32,13,0,55,0,2067,5044,9726,4038,7726,25933,28833,118457.0
20,10,0,30,0,22286,6678,9726,3584,4466,895,647,298635.0
21,8,1,20,0,2067,377,9726,1350,3212,2817,28833,212780.0
32,11,0,40,0,22286,1307,9726,4038,7726,25933,28833,159187.0
37,11,0,48,0,22286,1307,4214,1966,7726,2817,28833,237995.0
45,9,0,40,0,22286,9840,14065,4030,12463,895,647,160724.0
37,12,0,40,1,1074,1008,14065,3584,12463,25933,28833,183800.0
24,13,0,25,0,22286,5044,9726,4038,7726,25933,28833,161198.0
23,10,0,40,0,22286,6678,9726,989,4466,25933,28833,214542.0
40,9,0,40,1,22286,9840,14065,1966,12463,25933,28833,203761.0
38,10,0,48,1,22286,6678,14065,4030,12463,25933,28833,161141.0
71,6,0,40,0,22286,820,14065,1966,12463,25933,28833,180117.0
51,10,1,40,0,22286,6678,4214,3721,3212,25933,28833,317396.0
52,10,0,5,0,2499,6678,9726,3721,3212,25933,28833,237868.0
30,13,1,40,0,22286,5044,9726,3584,7726,25933,28833,323069.0
34,9,0,40,1,22286,9840,14065,4030,12463,25933,28833,181091.0
38,6,1,40,0,22286,820,4214,1966,7726,25933,28833,309122.0
43,11,1,40,1,943,1307,9726,4038,7726,25933,28833,105936.0
43,7,0,42,0,22286,1048,9726,1572,7726,25933,28833,40024.0
36,10,0,40,1,943,6678,9726,3992,7726,2817,28833,192443.0
24,10,1,40,0,1279,6678,9726,3721,4466,25933,28833,184216.0
55,6,1,40,0,22286,820,14065,3212,1406,2817,28833,205422.0
51,14,0,60,1,22286,1627,14065,4038,12463,25933,28833,22211.0
43,9,1,40,0,2067,9840,4214,3992,3212,286,28833,196308.0
28,9,0,40,0,22286,9840,4214,644,7726,25933,28833,389713.0
54,12,0,45,0,22286,1008,14065,3584,12463,25933,28833,82566.0
47,10,0,40,1,22286,6678,14065,4038,12463,25933,28833,199058.0
47,13,0,55,1,22286,5044,14065,3584,12463,25933,28833,160440.0
47,10,0,57,1,22286,6678,14065,3212,12463,25933,28833,76034.0
38,10,1,35,0,22286,6678,9726,3721,3212,25933,28833,188503.0
60,3,0,40,0,2499,288,14065,989,12463,25933,28833,92845.0
19,9,1,25,0,22286,9840,9726,3584,4466,286,28833,29083.0
22,10,1,25,0,22286,6678,9726,3721,4466,2817,28833,234474.0
55,14,0,40,1,2067,1627,14065,4038,12463,25933,28833,107308.0
44,10,1,35,0,22286,6678,939,3584,889,2817,28833,111891.0
53,2,0,67,1,2499,151,14065,3992,12463,25933,480,145419.0
44,14,1,40,1,2067,1627,14065,4038,1406,25933,28833,193425.0
28,13,0,50,0,943,5044,9726,644,7726,25933,28833,188278.0
30,10,1,40,0,2067,6678,9726,1572,3212,2817,28833,303485.0
39,9,1,40,0,2067,9840,9726,3992,4466,286,28833,67187.0
43,9,1,40,0,1279,9840,4214,3992,3212,25933,28833,114508.0
24,13,1,40,0,22286,5044,9726,3584,889,25933,28833,204172.0
27,11,0,56,0,2067,1307,9726,644,7726,25933,28833,162973.0
64,3,0,70,0,2499,288,14065,989,12463,25933,28833,192695.0
41,10,0,40,1,2067,6678,14065,989,12463,25933,28833,89172.0
28,9,0,40,0,22286,9840,9726,1572,4466,25933,28833,163320.0
61,9,0,30,0,22286,9840,14065,4038,12463,25933,28833,128230.0
27,7,1,40,0,22286,1048,4214,1966,3212,25933,28833,246440.0
49,10,1,32,0,22286,6678,4214,3721,7726,25933,28833,50567.0
20,10,0,40,0,22286,6678,14065,4030,12463,25933,28833,117476.0
41,13,1,40,0,22286,5044,9726,4038,7726,25933,28833,315834.0
28,9,0,40,0,2067,9840,14065,4030,12463,25933,28833,214881.0
36,9,0,40,0,22286,9840,4214,1966,7726,25933,28833,195516.0
44,13,0,40,0,2499,5044,4214,4030,4466,25933,28833,218653.0
51,13,1,20,1,22286,5044,14065,3721,1406,25933,28833,87205.0
40,10,1,38,0,22286,6678,4214,4038,3212,2817,28833,164647.0
19,9,1,40,0,22286,9840,9726,4030,7726,25933,28833,129151.0
54,10,1,40,0,22286,6678,14065,4038,1406,25933,28833,319697.0
55,9,0,40,0,2499,9840,4214,4030,7726,25933,28833,193374.0
57,11,1,40,0,22286,1307,827,4038,7726,25933,28833,167864.0
29,10,1,30,0,22286,6678,939,143,7726,25933,28833,197932.0
51,9,1,43,0,22286,9840,4214,3584,3212,25933,28833,102904.0
44,9,0,37,0,22286,9840,4214,3212,7726,25933,28833,216907.0
35,11,0,42,0,2067,1307,14065,644,12463,25933,28833,331395.0
40,9,0,40,0,22286,9840,4214,1572,7726,25933,28833,171424.0
46,4,1,32,0,22286,557,939,3212,7726,25933,28833,35406.0
25,10,0,60,1,22286,6678,14065,4030,12463,25933,28833,238964.0
33,13,0,36,0,22286,5044,9726,4038,7726,25933,28833,213002.0
32,10,1,40,0,22286,6678,9726,1966,889,25933,480,27882.0
22,9,1,40,0,22286,9840,9726,912,7726,25933,28833,340543.0
39,10,1,40,0,22286,6678,14065,3584,1406,895,647,70240.0
18,9,0,40,0,2499,9840,9726,989,4466,895,28833,87169.0
43,9,1,45,0,22286,9840,4214,3721,3212,2817,28833,253759.0
46,9,0,40,0,22286,9840,9726,912,889,25933,28833,194431.0
63,10,0,48,1,22286,6678,14065,3584,12463,25933,28833,137843.0
59,13,0,60,1,22286,5044,14065,3992,12463,25933,28833,182460.0
40,14,1,40,0,2067,1627,9726,4038,7726,25933,28833,26929.0
23,9,0,35,0,22286,9840,9726,3212,4466,25933,28833,399022.0
36,11,0,60,0,22286,1307,14065,3584,12463,25933,28833,218490.0
48,9,1,40,0,22286,9840,4214,1966,3212,25933,28833,164423.0
43,10,1,40,1,22286,6678,14065,4038,1406,25933,28833,124436.0
18,6,1,30,0,22286,820,9726,3212,4466,25933,28833,60981.0
17,7,0,16,0,22286,1048,9726,4030,4466,25933,28833,70868.0
53,9,0,40,1,22286,9840,14065,1966,12463,25933,28833,228500.0
36,10,1,39,0,1279,6678,4214,3992,7726,25933,28833,76767.0
20,9,0,40,0,22286,9840,9726,1350,7726,25933,28833,218178.0
22,13,1,60,0,22286,5044,9726,3584,7726,25933,28833,
34,13,0,40,1,22286,5044,14065,4038,12463,25933,28833,150324.0
39,7,0,40,0,22286,1048,4214,3212,4466,25933,28833,51264.0
57,10,1,40,0,22286,6678,827,3212,7726,25933,28833,197642.0
30,6,1,40,0,22286,820,4214,3212,3212,25933,28833,229895.0
37,15,0,60,1,22286,542,14065,4038,12463,25933,28833,167415.0
51,9,0,40,1,22286,9840,14065,1966,12463,25933,28833,166934.0
38,9,0,40,0,22286,9840,9726,1572,3212,25933,28833,305597.0
34,9,1,35,0,22286,9840,9726,3992,3212,25933,28833,301591.0
47,9,1,40,0,943,9840,370,3721,7726,2817,28833,229646.0
28,9,0,40,0,2499,9840,14065,989,12463,25933,28833,51461.0
25,6,0,24,0,22286,820,9726,3212,7726,25933,28833,206600.0
25,10,1,60,0,22286,6678,9726,3992,7726,25933,28833,176836.0
50,14,0,65,1,22286,1627,14065,3992,12463,25933,28833,204447.0
50,9,0,40,1,22286,9840,14065,4030,12463,25933,28833,33304.0
43,13,0,48,0,22286,5044,14065,4030,12463,25933,28833,174051.0
27,9,0,75,0,22286,9840,9726,1572,7726,25933,28833,38918.0
32,9,0,50,0,22286,9840,14065,4030,12463,25933,28833,170017.0
44,6,0,35,0,22286,820,9726,989,3212,25933,28833,98466.0
19,9,1,20,0,22286,9840,9726,3584,3212,2817,28833,188864.0
53,10,0,40,1,1074,6678,827,3992,7726,25933,28833,137815.0
21,9,0,40,0,22286,9840,9726,644,7726,25933,28833,43475.0
26,9,0,40,0,22286,9840,9726,1572,7726,25933,28833,
68,9,0,12,0,22286,9840,14065,1572,12463,25933,28833,32779.0
31,10,0,57,0,22286,6678,14065,3584,12463,25933,28833,161765.0
32,13,0,50,1,22286,5044,9726,3992,889,25933,28833,207668.0
33,14,0,40,0,22286,1627,9726,3721,4466,25933,28833,171215.0
24,7,0,65,0,22286,1048,14065,4030,12463,25933,28833,183751.0
30,9,0,42,0,22286,9840,14065,3584,12463,25933,28833,149507.0
49,9,0,40,1,22286,9840,14065,4030,12463,25933,28833,98092.0
18,7,0,40,0,22286,1048,9726,1350,7726,2817,28833,123714.0
30,10,1,37,0,1279,6678,9726,3721,7726,25933,28833,190385.0
51,9,0,40,0,22286,9840,14065,4030,12463,25933,28833,334273.0
52,10,0,40,0,22286,6678,14065,4038,12463,25933,28833,343440.0
52,9,0,30,0,22286,9840,4214,3212,889,25933,28833,208302.0
23,9,0,32,0,2067,9840,9726,3212,4466,2817,28833,280164.0
23,6,0,60,0,2499,820,9726,4030,7726,25933,28833,174714.0
36,9,0,48,0,22286,9840,14065,1966,12463,25933,28833,184655.0
19,7,0,25,0,22286,1048,9726,4030,889,25933,28833,140459.0
53,9,0,60,0,2499,9840,14065,4030,12463,25933,28833,108815.0
17,7,0,25,0,22286,1048,9726,1350,4466,25933,28833,152652.0
69,9,1,8,0,22286,9840,827,1350,7726,25933,28833,269499.0
46,13,1,40,0,2067,5044,4214,4038,3212,25933,28833,33373.0
33,9,0,46,0,22286,9840,939,912,7726,25933,28833,243674.0
40,10,0,45,0,22286,6678,14065,1966,12463,25933,28833,225432.0
29,14,0,40,0,2067,1627,14065,4038,12463,25933,28833,195520.0
41,10,1,38,0,22286,6678,4214,3721,3212,25933,28833,70092.0
22,9,0,45,0,22286,9840,14065,3584,12463,25933,28833,189888.0
28,4,0,40,0,22286,557,14065,4030,12463,25933,28833,64307.0
31,13,0,46,0,22286,5044,14065,4030,12463,25933,28833,94235.0
35,13,1,40,0,22286,5044,9726,4038,7726,25933,28833,62333.0
